"X-axis0510_F8000_P2021_200_P1825_5500_P1660_800_P1772_8.csv"
""
"Index","Time","POSC","POSC","POSF","POSF","VCMD","TCMD"
"","msec","mm","mm","mm","mm","1/min","%"
0,0.000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-0.114440917968750,0.439439714364186
1,1.000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-0.114440917968750,0.398242241142543
2,2.000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-0.114440917968750,0.398242241142543
3,3.000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-0.114440917968750,0.439439714364186
4,4.000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-0.114440917968750,0.411974732216424
5,5.000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-0.114440917968750,0.411974732216424
6,6.000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-0.114440917968750,0.411974732216424
7,7.000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-0.114440917968750,0.411974732216424
8,8.000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-0.114440917968750,0.398242241142543
9,9.000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-0.114440917968750,0.398242241142543
10,10.000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-0.114440917968750,0.398242241142543
11,11.000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-0.114440917968750,0.398242241142543
12,12.000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-0.114440917968750,0.384509750068662
13,13.000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-0.114440917968750,0.384509750068662
14,14.000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-0.114440917968750,0.384509750068662
15,15.000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-0.114440917968750,0.384509750068662
16,16.000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-0.114440917968750,0.384509750068662
17,17.000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-0.114440917968750,0.384509750068662
18,18.000000,0.002000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-0.457763671875000,0.384509750068662
19,19.000000,0.002000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-0.457763671875000,0.343312276847020
20,20.000000,0.002000000000000,0.000000000000000,0.000000000000000,0.001000000000000,-0.343322753906250,0.247184839329854
21,21.000000,0.002000000000000,0.000000000000000,0.000000000000000,-0.001000000000000,-0.343322753906250,0.247184839329854
22,22.000000,0.002000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-0.343322753906250,0.274649821477616
23,23.000000,0.002000000000000,0.000000000000000,0.000000000000000,0.001000000000000,-0.343322753906250,0.233452348255974
24,24.000000,0.002000000000000,0.000000000000000,0.000000000000000,-0.001000000000000,-0.343322753906250,0.205987366108212
25,25.000000,0.002000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-0.343322753906250,0.219719857182093
26,26.000000,0.002000000000000,0.000000000000000,0.000000000000000,0.001000000000000,-0.343322753906250,0.205987366108212
27,27.000000,0.002000000000000,0.000000000000000,0.000000000000000,-0.001000000000000,-0.343322753906250,0.192254875034331
28,28.000000,0.002000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-0.343322753906250,0.178522383960450
29,29.000000,0.002000000000000,0.000000000000000,0.000000000000000,0.001000000000000,-0.343322753906250,0.164789892886570
30,30.000000,0.002000000000000,0.000000000000000,0.000000000000000,-0.001000000000000,-0.457763671875000,0.164789892886570
31,31.000000,0.002000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-0.457763671875000,0.137324910738808
32,32.000000,0.002000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-0.457763671875000,0.109859928591046
33,33.000000,0.002000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-0.457763671875000,0.096127437517166
34,34.000000,0.002000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-0.457763671875000,0.054929964295523
35,35.000000,0.002000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-0.572204589843750,0.000000000000000
36,36.000000,0.002000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-0.572204589843750,-0.027464982147762
37,37.000000,0.002000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-0.686645507812500,-0.123592419664927
38,38.000000,0.003000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-0.915527343750000,-0.192254875034331
39,39.000000,0.003000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-1.029968261718750,-0.329579785773139
40,40.000000,0.003000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-1.258850097656250,-0.466904696511947
41,41.000000,0.004000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-1.602172851562500,-0.631694589398517
42,42.000000,0.004000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-1.945495605468750,-0.837681955506729
43,43.000000,0.005000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-2.288818359375000,-1.043669321614941
44,44.000000,0.006000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-2.861022949218750,-1.194726723427630
45,45.000000,0.007000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-3.433227539062500,-1.277121669870915
46,46.000000,0.008000000000000,0.000000000000000,0.001000000000000,0.000000000000000,-4.005432128906250,-1.359516616314199
47,47.000000,0.009000000000000,0.000000000000000,0.002000000000000,0.000000000000000,-4.806518554687500,-1.565503982422412
48,48.000000,0.011000000000000,0.000000000000000,0.002000000000000,0.000000000000000,-5.607604980468750,-1.785223839604504
49,49.000000,0.013000000000000,0.000000000000000,0.003000000000000,0.000000000000000,-6.523132324218750,-2.032408678934359
50,50.000000,0.016000000000000,0.000000000000000,0.004000000000000,0.000000000000000,-7.553100585937500,-2.320790991485855
51,51.000000,0.019000000000000,0.000000000000000,0.006000000000000,0.000000000000000,-8.583068847656250,-2.664103268332875
52,52.000000,0.022000000000000,0.000000000000000,0.007000000000000,0.000000000000000,-9.841918945312500,-2.966218071958253
53,53.000000,0.026000000000000,0.000000000000000,0.009000000000000,0.000000000000000,-11.215209960937500,-3.282065366657512
