"Y-axis_P1660_1800_P1772_8.csv"
""
"Index","Time","POSC","POSF","TCMD","VCMD"
"","msec","mm","mm","%","1/min"
0,0.000000,0.000000000000000,0.000000000000000,-4.820104366932162,0.000000000000000
1,1.000000,0.000000000000000,0.000000000000000,-4.820104366932162,0.000000000000000
2,2.000000,0.000000000000000,0.000000000000000,-4.847569349079923,0.000000000000000
3,3.000000,0.000000000000000,0.000000000000000,-4.847569349079923,0.000000000000000
4,4.000000,0.000000000000000,0.000000000000000,-4.833836858006042,0.000000000000000
5,5.000000,0.000000000000000,0.000000000000000,-4.833836858006042,0.000000000000000
6,6.000000,0.000000000000000,0.000000000000000,-4.820104366932162,0.000000000000000
7,7.000000,0.000000000000000,0.000000000000000,-4.833836858006042,0.000000000000000
8,8.000000,0.000000000000000,0.000000000000000,-4.833836858006042,0.000000000000000
9,9.000000,0.000000000000000,0.000000000000000,-4.847569349079923,0.000000000000000
10,10.000000,0.000000000000000,0.000000000000000,-4.847569349079923,0.000000000000000
11,11.000000,0.000000000000000,0.000000000000000,-4.833836858006042,0.000000000000000
12,12.000000,0.000000000000000,0.000000000000000,-4.833836858006042,0.000000000000000
13,13.000000,0.000000000000000,0.000000000000000,-4.820104366932162,0.000000000000000
14,14.000000,0.000000000000000,0.000000000000000,-4.833836858006042,0.000000000000000
15,15.000000,0.000000000000000,0.000000000000000,-4.833836858006042,0.000000000000000
16,16.000000,0.000000000000000,0.000000000000000,-4.847569349079923,0.000000000000000
17,17.000000,0.000000000000000,0.000000000000000,-4.833836858006042,0.000000000000000
18,18.000000,0.000000000000000,0.000000000000000,-4.833836858006042,0.000000000000000
19,19.000000,0.000000000000000,0.000000000000000,-4.820104366932162,0.000000000000000
20,20.000000,0.000000000000000,0.000000000000000,-4.833836858006042,0.000000000000000
21,21.000000,0.000000000000000,0.000000000000000,-4.833836858006042,0.000000000000000
22,22.000000,0.000000000000000,0.000000000000000,-4.847569349079923,0.000000000000000
23,23.000000,0.000000000000000,0.000000000000000,-4.833836858006042,0.000000000000000
24,24.000000,0.000000000000000,0.000000000000000,-4.833836858006042,0.000000000000000
25,25.000000,0.000000000000000,0.000000000000000,-4.833836858006042,0.000000000000000
26,26.000000,0.000000000000000,0.000000000000000,-4.861301840153804,0.000000000000000
27,27.000000,0.000000000000000,0.000000000000000,-4.916231804449327,0.000000000000000
28,28.000000,0.000000000000000,0.000000000000000,-4.861301840153804,0.000000000000000
29,29.000000,0.000000000000000,0.000000000000000,-4.806371875858281,0.000000000000000
30,30.000000,0.000000000000000,0.000000000000000,-4.765174402636639,0.000000000000000
31,31.000000,0.000000000000000,0.000000000000000,-4.792639384784400,0.000000000000000
32,32.000000,0.000000000000000,0.000000000000000,-4.847569349079923,0.000000000000000
33,33.000000,0.000000000000000,0.000000000000000,-4.847569349079923,0.000000000000000
34,34.000000,0.000000000000000,0.000000000000000,-4.861301840153804,0.000000000000000
35,35.000000,0.000000000000000,0.000000000000000,-4.820104366932162,0.000000000000000
36,36.000000,0.000000000000000,0.000000000000000,-4.820104366932162,0.000000000000000
37,37.000000,0.000000000000000,0.000000000000000,-4.820104366932162,0.000000000000000
38,38.000000,0.000000000000000,0.000000000000000,-4.833836858006042,0.000000000000000
39,39.000000,0.000000000000000,0.000000000000000,-4.833836858006042,0.000000000000000
40,40.000000,0.000000000000000,0.000000000000000,-4.847569349079923,0.000000000000000
41,41.000000,0.000000000000000,0.000000000000000,-4.847569349079923,0.000000000000000
42,42.000000,0.001000000000000,0.000000000000000,-4.669046965119473,0.228881835937500
43,43.000000,0.001000000000000,0.000000000000000,-4.641581982971711,0.228881835937500
44,44.000000,0.002000000000000,0.000000000000000,-4.504257072232903,0.457763671875000
45,45.000000,0.003000000000000,0.000000000000000,-4.298269706124691,0.686645507812500
46,46.000000,0.004000000000000,0.000000000000000,-4.092282340016479,0.915527343750000
47,47.000000,0.006000000000000,0.000000000000000,-3.666575116726174,1.487731933593750
48,48.000000,0.008000000000000,0.000000000000000,-3.213402911288108,1.945495605468750
49,49.000000,0.011000000000000,0.000000000000000,-2.595440812963472,2.746582031250000
50,50.000000,0.015000000000000,0.000000000000000,-1.785223839604504,3.662109375000000
51,51.000000,0.019000000000000,0.000000000000000,-0.837681955506729,4.692077636718750
52,52.000000,0.024000000000000,0.000000000000000,0.302114803625378,5.950927734375000
53,53.000000,0.029000000000000,0.000000000000000,1.592968964570173,7.209777832031250
54,54.000000,0.036000000000000,0.000000000000000,3.323262839879154,8.926391601562500
55,55.000000,0.044000000000000,0.000000000000000,5.122219170557539,10.986328125000000
56,56.000000,0.053000000000000,0.000000000000000,6.948640483383686,13.160705566406250
57,57.000000,0.063000000000000,0.001000000000000,8.665201867618785,15.449523925781250
58,58.000000,0.074000000000000,0.001000000000000,10.313100796484482,18.196105957031250
